Train_No,Journey_Duration_Minutes,Total_Distance,Number_of_Stops
33628,60.0,32,13
33630,58.0,32,13
33651,78.0,47,17
33652,80.0,47,17
33653,80.0,47,17
33654,80.0,47,17
33655,77.0,47,17
33656,76.0,47,17
33657,78.0,47,17
33658,80.0,47,17
33659,78.0,47,17
33660,77.0,47,17
33664,75.0,47,17
33666,82.0,47,17
33681,97.0,59,20
33682,93.0,60,20
33685,94.0,59,20
33686,94.0,60,20
33687,95.0,59,20
33688,100.0,60,20
33711,43.0,32,8
33712,46.0,32,8
33713,46.0,32,9
33714,45.0,32,9
33715,48.0,32,8
33716,45.0,32,8
33717,41.0,32,8
33718,46.0,32,9
33719,41.0,32,8
33720,45.0,32,8
33721,44.0,32,9
33722,40.0,32,8
33723,45.0,32,8
33724,45.0,32,8
33725,45.0,32,8
33726,42.0,32,9
33727,45.0,32,8
33728,43.0,32,8
33729,46.0,32,9
33730,42.0,32,9
33731,45.0,32,8
33732,42.0,32,8
33733,42.0,32,9
33734,41.0,32,8
33735,46.0,32,9
33736,43.0,32,9
33737,45.0,32,8
33738,43.0,32,8
33739,46.0,32,9
33751,69.0,52,12
33752,72.0,52,12
33801,116.0,79,24
33802,120.0,79,24
33811,107.0,79,17
33812,127.0,79,23
33813,113.0,79,23
33814,112.0,79,21
33815,115.0,79,24
33816,110.0,79,22
33817,109.0,79,21
33818,116.0,79,24
33819,120.0,79,23
33820,110.0,79,22
33821,115.0,79,24
33822,118.0,79,24
33823,115.0,79,24
33824,117.0,79,24
33825,115.0,79,23
33826,118.0,79,24
33827,117.0,79,24
33828,120.0,79,24
33829,113.0,79,24
33830,122.0,79,24
33831,113.0,79,24
33832,148.0,79,23
33833,115.0,79,23
33834,118.0,79,24
33835,115.0,79,24
33836,113.0,79,23
33837,115.0,79,24
33838,113.0,79,24
33839,113.0,79,24
33840,118.0,79,24
33841,115.0,79,24
33842,115.0,79,24
33843,120.0,79,24
33844,120.0,79,23
33845,114.0,79,24
33846,117.0,79,24
33847,115.0,79,23
33848,116.0,79,23
33849,120.0,79,24
33850,117.0,79,24
33851,115.0,79,24
33852,120.0,79,23
33853,113.0,79,24
33854,115.0,79,22
33855,115.0,79,23
33856,115.0,79,17
33857,113.0,79,23
33858,110.0,79,23
33859,112.0,79,22
33860,117.0,79,24
33861,115.0,79,23
33863,120.0,79,24
33895,90.0,65,15
33896,95.0,65,15
34052,120.0,67,26
34054,124.0,67,26
34056,153.0,82,32
34062,207.0,120,41
34111,50.0,30,11
34112,50.0,30,11
34113,57.0,30,11
34114,54.0,30,11
34115,55.0,30,11
34116,53.0,30,11
34117,57.0,30,11
34118,53.0,30,11
34119,55.0,30,11
34120,55.0,30,11
34121,53.0,30,11
34122,48.0,30,11
34123,55.0,30,11
34124,51.0,30,11
34125,52.0,30,11
34126,53.0,30,11
34127,55.0,30,11
34128,55.0,30,11
34129,57.0,30,11
34130,54.0,30,11
34131,64.0,30,11
34132,55.0,30,11
34133,54.0,30,11
34134,53.0,30,11
34135,55.0,30,11
34136,53.0,30,11
34137,50.0,30,11
34138,52.0,30,11
34139,52.0,30,11
34140,55.0,30,11
34141,54.0,30,11
34142,52.0,30,11
34143,53.0,30,11
34144,51.0,30,11
34145,49.0,30,11
34146,54.0,30,11
34147,50.0,30,11
34148,52.0,30,11
34149,51.0,30,11
34150,56.0,30,11
34151,55.0,30,11
34152,55.0,30,11
34153,54.0,30,11
34154,55.0,30,11
34155,52.0,30,11
34156,55.0,30,11
34157,54.0,30,11
34158,52.0,30,11
34159,55.0,30,11
34160,55.0,30,11
34161,48.0,30,11
34162,53.0,30,11
34163,52.0,30,11
34164,53.0,30,11
34165,48.0,30,11
34166,48.0,30,11
34311,15.0,8,4
34312,15.0,8,4
34313,15.0,8,4
34331,52.0,36,13
34332,55.0,36,13
34334,55.0,36,13
34351,46.0,29,10
34352,42.0,28,10
34353,43.0,29,9
34354,42.0,29,9
34355,37.0,29,7
34356,41.0,29,9
34358,40.0,29,9
34360,42.0,28,10
34411,32.0,16,8
34412,28.0,16,8
34413,34.0,16,8
34414,32.0,16,8
34415,33.0,16,8
34416,32.0,16,8
34417,32.0,16,8
34418,31.0,16,8
34419,33.0,16,8
34420,32.0,16,8
34421,32.0,16,8
34422,32.0,16,8
34423,32.0,16,8
34424,32.0,16,8
34425,33.0,16,8
34426,29.0,16,8
34427,35.0,16,8
34428,31.0,16,8
34429,33.0,16,8
34430,33.0,16,8
34431,33.0,16,8
34432,29.0,16,8
34434,30.0,16,8
34436,30.0,16,9
34501,75.0,45,17
34502,75.0,45,17
34511,80.0,45,17
34512,72.0,45,16
34513,75.0,45,17
34514,74.0,45,17
34515,78.0,45,17
34516,74.0,45,16
34517,77.0,45,17
34518,76.0,45,17
34519,80.0,45,17
34520,75.0,45,17
34521,74.0,45,17
34522,76.0,45,17
34523,75.0,45,17
34524,75.0,45,17
34525,74.0,45,17
34526,75.0,45,17
34527,75.0,45,17
34528,75.0,45,17
34529,75.0,45,17
34530,73.0,45,17
34531,78.0,45,17
34532,76.0,45,17
34533,90.0,45,17
34534,77.0,45,17
34535,77.0,45,17
34536,75.0,45,17
34537,72.0,45,16
34538,75.0,45,17
34539,77.0,45,17
34540,75.0,45,17
34541,76.0,45,17
34542,74.0,45,17
34543,77.0,45,17
34544,74.0,45,16
34545,77.0,45,17
34546,75.0,45,17
34547,77.0,45,17
34548,74.0,45,17
34549,74.0,45,17
34550,81.0,45,17
34551,75.0,45,16
34552,74.0,45,17
34553,75.0,45,17
34554,72.0,45,17
34555,75.0,45,15
34557,76.0,45,17
34601,45.0,24,11
34602,42.0,24,11
34611,47.0,24,11
34612,42.0,24,11
34613,47.0,24,11
34614,42.0,24,11
34615,47.0,24,11
34616,45.0,24,11
34617,47.0,24,11
34618,42.0,24,11
34619,46.0,24,11
34620,44.0,24,11
34621,45.0,24,11
34622,45.0,24,11
34623,46.0,24,11
34624,45.0,24,11
34625,48.0,24,11
34626,42.0,24,10
34627,47.0,24,11
34628,44.0,24,11
34629,47.0,24,11
34630,45.0,24,11
34631,47.0,24,11
34632,44.0,24,11
34633,47.0,24,11
34634,45.0,24,11
34635,47.0,24,11
34636,45.0,24,11
34637,47.0,24,11
34638,44.0,24,11
34639,47.0,24,11
34640,44.0,24,11
34641,46.0,24,11
34642,45.0,24,11
34643,48.0,24,11
34644,44.0,24,11
34645,45.0,24,11
34646,45.0,24,11
34647,47.0,24,11
34648,45.0,24,11
34711,110.0,61,19
34712,96.0,61,19
34713,105.0,61,21
34714,100.0,61,20
34715,103.0,61,23
34716,100.0,61,21
34717,96.0,61,21
34718,98.0,61,21
34719,99.0,61,22
34720,102.0,61,23
34721,100.0,61,23
34722,102.0,61,23
34723,102.0,61,23
34724,102.0,61,23
34725,102.0,61,22
34726,100.0,61,23
34727,102.0,61,23
34728,100.0,61,21
34729,97.0,61,23
34730,100.0,61,23
34731,105.0,61,23
34732,100.0,61,23
34733,110.0,61,22
34734,102.0,61,23
34735,100.0,61,21
34736,104.0,61,23
34737,99.0,61,23
34738,102.0,61,23
34739,98.0,61,21
34740,102.0,61,23
34741,101.0,61,23
34742,103.0,61,23
34743,105.0,61,23
34744,99.0,61,23
34745,99.0,61,23
34746,100.0,61,23
34747,99.0,61,21
34748,100.0,61,21
34749,99.0,61,23
34750,100.0,61,21
34751,103.0,61,21
34752,100.0,61,21
34753,100.0,61,21
34754,98.0,61,21
34755,105.0,61,21
34757,102.0,61,21
34782,146.0,94,29
34791,162.0,108,23
34792,162.0,108,30
34793,165.0,108,30
34794,165.0,108,21
34811,105.0,59,19
34812,86.0,59,15
34813,95.0,59,24
34814,95.0,59,24
34815,94.0,59,22
34816,95.0,59,22
34817,98.0,59,24
34818,100.0,59,24
34819,104.0,59,24
34820,100.0,59,24
34821,98.0,59,24
34822,95.0,59,17
34823,103.0,59,24
34824,100.0,59,24
34825,100.0,59,24
34826,98.0,59,24
34827,97.0,59,24
34828,98.0,59,24
34829,91.0,59,17
34830,99.0,59,24
34831,97.0,59,24
34832,98.0,59,22
34833,98.0,59,22
34834,100.0,59,24
34835,103.0,59,24
34836,99.0,59,24
34837,98.0,59,24
34838,100.0,59,24
34839,120.0,59,24
34840,100.0,59,24
34841,100.0,59,24
34842,97.0,59,24
34843,98.0,59,24
34844,98.0,59,24
34845,100.0,59,24
34846,98.0,59,24
34847,98.0,59,24
34848,95.0,59,24
34849,98.0,59,22
34850,98.0,59,22
34851,97.0,59,23
34852,100.0,59,24
34853,100.0,59,24
34854,97.0,59,24
34855,99.0,59,22
34856,95.0,59,23
34857,95.0,59,21
34858,90.0,59,20
34859,98.0,59,24
34860,100.0,59,24
34881,65.0,43,17
34882,65.0,43,17
34891,52.0,34,14
34892,53.0,34,14
34898,65.0,39,16
34899,70.0,39,16
34911,65.0,46,8
34912,57.0,46,8
34913,60.0,46,8
34914,65.0,46,8
34915,65.0,46,8
34916,62.0,46,8
34917,56.0,46,8
34918,59.0,46,8
34919,58.0,46,8
34920,58.0,46,8
34921,62.0,46,8
34922,58.0,46,8
34923,60.0,46,8
34924,60.0,46,8
34925,60.0,46,8
34926,62.0,46,8
34927,58.0,46,8
34928,62.0,46,8
34929,62.0,46,8
34930,59.0,46,8
34931,62.0,46,8
34932,61.0,46,8
34933,61.0,46,8
34934,60.0,46,8
34981,46.0,33,7
35011,35.0,26,9
35012,35.0,26,9
35013,35.0,26,9
35014,35.0,26,9
35015,35.0,26,9
35016,35.0,26,9
35017,70.0,46,15
35018,70.0,46,15
35019,35.0,26,9
35020,35.0,26,9
35021,35.0,26,9
35022,35.0,26,9
36011,40.0,26,9
36012,41.0,26,9
36031,59.0,40,14
36032,68.0,40,14
36033,58.0,40,14
36034,65.0,40,14
36035,62.0,40,14
36036,60.0,40,14
36037,59.0,40,14
36038,62.0,40,14
36071,85.0,58,18
36072,85.0,58,18
36081,116.0,72,22
36082,99.0,72,24
36083,105.0,72,24
36084,108.0,72,24
36085,105.0,72,24
36086,100.0,72,24
36087,107.0,72,24
36088,96.0,72,22
36811,125.0,94,29
36812,150.0,94,25
36813,125.0,94,27
36814,135.0,94,29
36815,128.0,94,30
36816,128.0,94,28
36817,128.0,94,28
36818,125.0,94,27
36819,135.0,94,29
36820,125.0,94,29
36821,140.0,94,29
36822,129.0,94,29
36823,125.0,94,29
36824,123.0,94,28
36825,136.0,94,26
36826,122.0,94,29
36827,130.0,94,29
36828,125.0,94,29
36829,133.0,94,29
36830,90.0,94,2
36831,125.0,94,30
36832,122.0,94,29
36833,125.0,94,29
36834,125.0,94,28
36835,88.0,94,8
36836,125.0,94,29
36837,127.0,94,29
36838,150.0,94,29
36839,130.0,94,29
36840,135.0,94,29
36841,130.0,94,29
36842,120.0,94,28
36843,134.0,94,28
36844,125.0,94,30
36845,133.0,94,28
36846,125.0,94,30
36847,134.0,94,29
36848,125.0,94,29
36849,132.0,94,29
36850,122.0,94,29
36851,141.0,94,26
36852,140.0,94,29
36853,130.0,94,30
36854,125.0,94,29
36855,130.0,94,29
36856,125.0,94,29
36858,122.0,94,29
36860,123.0,94,30
37011,31.0,19,9
37012,35.0,19,9
37013,33.0,19,9
37014,36.0,19,9
37017,32.0,19,9
37018,38.0,19,9
37019,32.0,19,9
37020,35.0,19,9
37021,34.0,19,9
37022,36.0,19,9
37041,38.0,22,10
37042,40.0,22,10
37043,38.0,22,10
37044,39.0,22,10
37045,40.0,22,10
37046,40.0,22,10
37047,38.0,22,10
37048,41.0,22,10
37049,37.0,22,10
37050,38.0,22,10
37053,37.0,22,10
37054,42.0,22,10
37055,35.0,22,10
37056,50.0,22,10
37057,38.0,22,10
37058,43.0,22,10
37060,44.0,22,10
37061,37.0,22,10
37062,42.0,22,10
37063,42.0,22,10
37064,42.0,22,10
37065,38.0,22,10
37066,43.0,22,10
37067,38.0,22,10
37068,40.0,22,10
37111,25.0,6,2
37112,25.0,6,3
37113,25.0,6,2
37114,27.0,6,3
37115,22.0,6,2
37116,25.0,6,3
37117,25.0,6,2
37118,25.0,6,3
37119,26.0,6,2
37120,25.0,6,3
37121,30.0,6,2
37122,25.0,6,3
37201,60.0,39,17
37202,63.0,39,17
37211,58.0,39,17
37212,61.0,39,17
37213,59.0,39,17
37214,60.0,39,17
37215,61.0,39,17
37216,65.0,39,17
37217,60.0,39,17
37218,62.0,39,17
37219,65.0,39,17
37220,65.0,39,17
37221,60.0,39,17
37222,65.0,39,17
37223,60.0,39,17
37224,64.0,39,17
37225,60.0,39,17
37226,63.0,39,17
37227,60.0,39,17
37228,60.0,39,17
37229,60.0,39,17
37230,62.0,39,17
37231,60.0,39,17
37232,63.0,39,17
37233,58.0,39,17
37234,61.0,39,17
37235,59.0,39,17
37236,62.0,39,17
37237,60.0,39,17
37238,62.0,39,17
37239,63.0,39,17
37240,65.0,39,17
37241,60.0,39,17
37242,63.0,39,17
37243,60.0,39,17
37244,65.0,39,17
37245,60.0,39,17
37246,77.0,39,17
37247,58.0,39,17
37248,65.0,39,17
37249,59.0,39,17
37250,60.0,39,17
37251,57.0,39,17
37252,64.0,39,17
37253,60.0,39,17
37254,67.0,39,17
37255,65.0,39,17
37256,60.0,39,17
37257,60.0,39,17
37258,63.0,39,17
37259,64.0,39,17
37260,63.0,39,17
37261,60.0,39,17
37262,62.0,39,17
37263,61.0,39,17
37264,62.0,39,17
37265,59.0,39,17
37266,60.0,39,17
37267,60.0,39,17
37268,60.0,39,17
37269,60.0,39,17
37270,65.0,39,17
37271,58.0,39,17
37272,62.0,39,17
37273,60.0,39,17
37274,65.0,39,17
37275,60.0,39,17
37276,66.0,39,17
37277,59.0,39,17
37278,63.0,39,17
37279,60.0,39,17
37280,62.0,39,17
37281,60.0,39,17
37282,60.0,39,17
37283,60.0,39,17
37284,65.0,39,17
37285,60.0,39,17
37286,62.0,39,17
37287,58.0,39,17
37288,63.0,39,17
37289,65.0,39,17
37290,60.0,39,17
37291,60.0,39,17
37303,58.0,33,13
37304,57.0,33,13
37305,62.0,33,13
37306,65.0,33,13
37307,70.0,44,17
37308,78.0,44,17
37311,90.0,57,21
37312,90.0,57,21
37313,93.0,57,21
37314,90.0,57,21
37315,90.0,57,21
37316,90.0,57,21
37317,87.0,57,21
37318,95.0,57,21
37319,88.0,57,21
37320,95.0,57,20
37321,90.0,57,21
37322,89.0,57,18
37323,89.0,57,21
37324,90.0,57,21
37325,90.0,57,21
37326,93.0,57,21
37327,85.0,57,21
37328,92.0,57,21
37329,90.0,57,21
37330,95.0,57,21
37331,95.0,57,21
37332,92.0,57,21
37333,90.0,57,21
37334,95.0,57,21
37335,93.0,57,21
37336,92.0,57,21
37337,90.0,57,21
37338,90.0,57,21
37339,93.0,57,21
37340,85.0,57,21
37341,90.0,57,21
37342,95.0,57,21
37343,90.0,57,21
37344,95.0,57,21
37345,85.0,57,21
37346,88.0,57,21
37347,87.0,57,21
37348,92.0,57,21
37349,89.0,57,21
37350,100.0,57,21
37351,90.0,57,21
37352,90.0,57,21
37354,90.0,57,21
37361,150.0,81,23
37362,135.0,81,23
37363,125.0,81,23
37364,140.0,81,23
37365,145.0,81,23
37366,132.0,81,23
37367,125.0,81,23
37368,127.0,81,23
37371,140.0,81,23
37372,137.0,81,22
37373,139.0,81,23
37374,125.0,81,23
37375,129.0,81,23
37376,128.0,81,23
37378,138.0,81,23
37379,137.0,81,23
37385,40.0,24,3
37386,40.0,24,3
37387,36.0,24,5
37388,40.0,24,5
37389,34.0,24,3
37390,35.0,24,3
37391,40.0,24,5
37392,38.0,24,3
37394,40.0,24,5
37411,50.0,34,12
37412,50.0,34,12
37413,48.0,34,12
37414,48.0,34,12
37511,47.0,30,14
37512,45.0,30,14
37521,20.0,8,4
37522,20.0,8,4
37523,19.0,8,4
37524,18.0,8,4
37525,20.0,8,4
37526,19.0,8,4
37527,19.0,8,4
37528,21.0,8,4
37529,19.0,8,4
37530,20.0,8,4
37531,20.0,8,4
37532,20.0,8,4
37533,20.0,8,4
37534,20.0,8,4
37535,20.0,8,4
37536,20.0,8,4
37537,20.0,8,4
37538,22.0,8,4
37539,20.0,8,4
37540,19.0,8,4
37541,20.0,8,4
37542,20.0,8,4
37543,20.0,8,4
37544,19.0,8,4
37545,19.0,8,4
37546,20.0,8,4
37547,20.0,8,4
37548,22.0,8,4
37549,18.0,8,4
37550,20.0,8,4
37551,20.0,8,4
37552,22.0,8,4
37553,18.0,8,4
37554,22.0,8,4
37555,20.0,8,4
37556,20.0,8,4
37557,22.0,8,4
37558,19.0,8,4
37611,88.0,60,20
37612,80.0,60,15
37614,98.0,60,20
37651,105.0,81,18
37652,125.0,81,18
37653,111.0,81,28
37654,115.0,81,28
37655,112.0,81,28
37656,117.0,81,28
37657,107.0,81,28
37658,115.0,81,28
37711,25.0,21,6
37731,45.0,42,12
37732,50.0,42,12
37741,150.0,104,27
37742,130.0,104,25
37743,130.0,104,24
37744,135.0,104,28
37745,130.0,104,26
37746,150.0,104,27
37747,135.0,104,27
37748,135.0,104,28
37750,125.0,104,28
37751,150.0,104,28
37752,135.0,104,28
37753,135.0,104,28
37754,130.0,104,25
37756,135.0,104,28
37757,130.0,104,24
37758,127.0,104,25
37781,77.0,67,18
37782,75.0,67,18
37783,77.0,67,18
37784,80.0,67,18
37785,80.0,67,18
37786,75.0,67,18
37811,140.0,106,34
37812,142.0,106,32
37813,140.0,106,34
37814,150.0,106,34
37815,130.0,106,27
37816,143.0,106,34
37817,147.0,106,34
37818,146.0,106,34
37819,147.0,106,34
37820,137.0,106,34
37821,139.0,106,34
37822,115.0,106,3
37823,145.0,106,34
37824,137.0,106,28
37825,145.0,106,34
37826,132.0,106,22
37827,145.0,106,34
37828,136.0,106,27
37829,140.0,106,34
37830,139.0,106,27
37831,138.0,106,30
37832,155.0,106,34
37833,145.0,106,33
37834,148.0,106,34
37835,145.0,106,21
37836,141.0,106,34
37837,140.0,106,27
37838,145.0,106,34
37839,135.0,106,29
37840,140.0,106,34
37841,126.0,106,22
37842,152.0,106,34
37843,115.0,106,3
37844,143.0,106,22
37845,140.0,106,30
37846,145.0,106,33
37847,135.0,106,27
37848,140.0,106,34
37849,120.0,106,11
37850,138.0,106,34
37851,138.0,106,34
37852,140.0,106,34
37853,147.0,106,30
37854,152.0,106,34
37855,143.0,106,34
37857,140.0,106,34
37911,192.0,143,44
37912,195.0,144,41
37913,190.0,143,44
37914,183.0,144,29
37915,195.0,144,30
37916,185.0,144,31
37917,195.0,143,44
37918,200.0,144,44
37919,190.0,144,33
37920,190.0,144,30
37921,193.0,143,39
37922,225.0,144,44
37923,185.0,144,31
37924,203.0,144,30
37925,185.0,144,29
37926,198.0,144,44
37927,195.0,143,41
37928,202.0,144,40
38031,15.0,5,3
38032,13.0,5,3
38033,15.0,5,3
38034,15.0,5,3
38036,20.0,5,3
38051,220.0,140,38
38052,195.0,139,26
38053,190.0,136,21
38054,95.0,68,14
38055,100.0,68,14
38056,192.0,137,20
38057,218.0,140,34
38058,210.0,139,26
38101,40.0,24,9
38102,45.0,24,9
38103,61.0,32,13
38104,61.0,32,13
38105,68.0,32,14
38106,63.0,32,13
38107,42.0,24,9
38108,76.0,32,13
38202,72.0,45,16
38204,77.0,45,16
38206,55.0,37,12
38301,75.0,50,17
38302,90.0,58,20
38303,97.0,58,21
38304,90.0,58,20
38305,100.0,56,18
38306,90.0,58,20
38307,92.0,58,20
38308,90.0,58,20
38310,87.0,55,18
38312,95.0,58,20
38314,98.0,58,20
38316,80.0,50,16
38318,93.0,58,20
38321,105.0,58,20
38401,108.0,71,25
38402,107.0,70,24
38403,108.0,71,25
38404,108.0,70,24
38405,107.0,71,25
38406,109.0,70,24
38407,90.0,63,21
38408,108.0,70,24
38409,120.0,71,25
38410,107.0,70,24
38411,119.0,71,24
38412,107.0,70,24
38413,110.0,71,25
38414,115.0,70,24
38416,105.0,70,24
38419,120.0,71,25
38421,113.0,71,24
38423,107.0,71,24
38425,110.0,71,24
38427,105.0,71,23
38431,110.0,71,24
38433,110.0,71,23
38437,108.0,71,24
38447,110.0,71,24
38449,110.0,71,24
38451,120.0,71,24
38452,117.0,70,24
38453,110.0,71,24
38454,112.0,70,24
38455,110.0,71,24
38456,113.0,70,24
38501,137.0,90,29
38502,145.0,91,29
38601,95.0,54,20
38602,93.0,54,19
38701,130.0,115,17
38702,155.0,115,33
38703,155.0,115,34
38704,162.0,115,33
38705,153.0,115,33
38706,155.0,115,32
38707,170.0,115,34
38708,155.0,115,33
38709,150.0,107,29
38710,155.0,115,33
38711,173.0,115,32
38713,165.0,115,33
38719,172.0,115,33
38726,182.0,115,33
38728,182.0,115,31
38730,165.0,115,27
38801,175.0,128,30
38802,187.0,128,36
38803,185.0,128,36
38804,188.0,128,34
38805,195.0,128,37
38806,170.0,128,14
38807,200.0,128,37
38808,180.0,128,26
38809,205.0,128,37
38810,195.0,128,36
38811,190.0,128,37
38812,202.0,128,36
38813,188.0,128,36
38814,207.0,128,36
38815,195.0,128,34
38816,213.0,128,33
38817,195.0,128,33
38818,198.0,128,36
38819,213.0,128,35
38820,202.0,128,36
38821,165.0,128,19
38822,198.0,128,33
38823,180.0,128,24
38824,205.0,128,29
38825,165.0,129,13
38826,212.0,128,36
38827,175.0,128,24
38828,197.0,128,36
38829,177.0,128,26
38830,193.0,128,36
38831,195.0,128,34
38832,30.0,12,4
38902,75.0,44,17
38905,100.0,51,21
38908,95.0,49,21
38909,100.0,51,21
38923,96.0,51,21
38924,93.0,49,21
40001,55.0,29,18
40002,55.0,29,18
40003,55.0,29,18
40004,55.0,29,18
40005,55.0,29,6
40006,55.0,29,18
40007,55.0,29,18
40008,55.0,29,18
40009,55.0,29,18
40010,55.0,29,18
40011,55.0,29,18
40012,55.0,29,18
40013,55.0,29,18
40014,55.0,29,18
40015,55.0,29,18
40016,55.0,29,18
40017,55.0,29,18
40018,55.0,29,18
40019,40.0,23,15
40020,55.0,29,18
40021,26.0,17,3
40022,55.0,29,18
40023,55.0,29,18
40025,55.0,29,18
40026,55.0,29,18
40027,55.0,29,18
40028,55.0,29,18
40029,55.0,29,18
40030,55.0,29,18
40031,55.0,29,18
40032,55.0,29,18
40033,55.0,29,18
40034,55.0,29,18
40035,55.0,29,18
40036,55.0,29,18
40037,55.0,29,18
40038,55.0,29,18
40039,55.0,29,18
40040,55.0,29,18
40041,55.0,29,18
40042,35.0,17,2
40043,55.0,29,18
40044,44.0,23,2
40045,55.0,29,18
40046,55.0,29,18
40047,55.0,29,18
40048,55.0,29,18
40049,55.0,29,18
40050,55.0,29,18
40051,55.0,29,18
40052,55.0,29,2
40053,55.0,29,18
40054,55.0,29,18
40055,55.0,29,18
40056,55.0,29,18
40057,55.0,29,18
40058,55.0,29,18
40059,55.0,29,18
40060,55.0,29,18
40061,55.0,29,18
40062,55.0,29,18
40063,55.0,29,18
40064,55.0,29,18
40065,55.0,29,18
40066,55.0,29,18
40067,55.0,29,18
40068,55.0,29,18
40069,55.0,29,18
40070,55.0,29,18
40071,55.0,29,18
40072,55.0,29,18
40073,55.0,29,18
40074,55.0,29,2
40075,55.0,29,18
40076,55.0,29,2
40077,55.0,29,18
40078,55.0,29,2
40079,55.0,29,18
40080,55.0,29,2
40081,55.0,29,18
40082,55.0,29,2
40083,55.0,29,18
40084,55.0,29,2
40085,55.0,29,18
40086,55.0,29,2
40087,55.0,29,18
40088,55.0,29,2
40089,55.0,29,18
40090,55.0,29,2
40091,55.0,29,18
40092,55.0,29,2
40093,55.0,29,18
40094,55.0,29,2
40095,55.0,29,18
40096,55.0,29,2
40097,55.0,29,18
40098,55.0,29,2
40099,55.0,29,18
40100,55.0,29,2
40101,55.0,29,18
40102,55.0,29,2
40103,55.0,29,18
40104,55.0,29,2
40105,55.0,29,18
40106,55.0,29,2
40107,55.0,29,18
40108,55.0,29,2
40109,55.0,29,18
40110,55.0,29,2
40111,55.0,29,18
40112,55.0,29,2
40113,55.0,29,18
40114,55.0,29,2
40115,55.0,29,18
40116,55.0,29,2
40117,55.0,29,18
40118,55.0,29,2
40119,55.0,29,18
40120,55.0,29,2
40121,55.0,29,18
40122,55.0,29,2
40123,55.0,29,18
40124,55.0,29,2
40125,55.0,29,18
40126,55.0,29,2
40127,55.0,29,18
40128,55.0,29,2
40129,55.0,29,18
40130,55.0,29,2
40131,55.0,29,18
40132,55.0,29,2
40133,55.0,29,18
40134,55.0,29,2
40135,55.0,29,18
40136,55.0,29,2
40137,55.0,29,18
40138,55.0,29,6
40139,55.0,29,18
40140,55.0,29,6
40141,55.0,29,18
40142,55.0,29,6
40143,55.0,29,18
40144,55.0,29,2
40145,55.0,29,18
40146,55.0,29,2
40147,55.0,29,18
40148,55.0,29,2
40150,55.0,29,2
40151,55.0,29,18
40152,55.0,29,6
40153,55.0,29,18
40154,55.0,29,2
40155,55.0,29,18
40156,55.0,29,2
40157,55.0,29,18
40158,55.0,29,2
40301,55.0,29,18
40302,55.0,29,2
40303,55.0,29,18
40304,55.0,29,2
40305,55.0,29,18
40306,55.0,29,2
40307,55.0,29,18
40308,55.0,29,2
40309,55.0,29,18
40310,55.0,29,2
40311,55.0,29,18
40312,55.0,29,6
40313,55.0,29,18
40314,55.0,29,2
40315,55.0,29,18
40316,55.0,29,2
40317,55.0,29,18
40318,55.0,29,2
40319,55.0,29,18
40320,55.0,29,2
40321,55.0,29,18
40322,55.0,29,2
40323,55.0,29,18
40324,55.0,29,6
40325,55.0,29,18
40326,55.0,29,2
40327,55.0,29,18
40328,55.0,29,2
40329,55.0,29,18
40330,55.0,29,2
40331,55.0,29,18
40332,55.0,29,2
40333,55.0,29,18
40334,55.0,29,2
40335,55.0,29,18
40336,55.0,29,2
40337,55.0,29,18
40338,55.0,29,2
40339,55.0,29,18
40340,55.0,29,2
40341,55.0,29,18
40342,55.0,29,2
40343,55.0,29,18
40344,55.0,29,6
40345,55.0,29,18
40346,55.0,29,2
40347,55.0,29,18
40348,55.0,29,2
40349,55.0,29,18
40350,55.0,29,2
40351,55.0,29,18
40352,55.0,29,2
40353,55.0,29,18
40354,55.0,29,2
40355,55.0,29,18
40356,55.0,29,2
40357,55.0,29,18
40358,55.0,29,2
40359,55.0,29,18
40360,55.0,29,2
40361,55.0,29,18
40362,55.0,29,2
40363,55.0,29,18
40364,55.0,29,2
40365,55.0,29,18
40366,55.0,29,2
40367,55.0,29,18
40368,55.0,29,2
40369,55.0,29,18
40370,55.0,29,2
40371,55.0,29,18
40372,55.0,29,6
40373,55.0,29,18
40374,55.0,29,2
40375,55.0,29,18
40376,55.0,29,2
40377,55.0,29,18
40378,55.0,29,2
40379,55.0,29,18
40380,55.0,29,2
40381,55.0,29,18
40382,55.0,29,2
40383,55.0,29,18
40384,55.0,29,2
40385,55.0,29,18
40386,55.0,29,2
40387,55.0,29,18
40388,55.0,29,2
40389,55.0,29,18
40390,55.0,29,2
40391,55.0,29,18
40392,55.0,29,2
40393,55.0,29,18
40394,55.0,29,2
40395,55.0,29,18
40396,55.0,29,2
40397,55.0,29,18
40398,55.0,29,2
40399,55.0,29,18
40400,55.0,29,2
40401,55.0,29,18
40402,55.0,29,2
40403,55.0,29,18
40404,55.0,29,2
40405,55.0,29,18
40406,55.0,29,2
40407,55.0,29,18
40408,55.0,29,2
40409,55.0,29,18
40410,55.0,29,2
40411,55.0,29,18
40412,55.0,29,2
40413,55.0,29,18
40414,55.0,29,2
40415,55.0,29,18
40416,55.0,29,2
40417,55.0,29,18
40418,55.0,29,6
40419,55.0,29,18
40420,55.0,29,2
40421,55.0,29,18
40422,55.0,29,2
40501,100.0,59,2
40502,115.0,59,2
40503,105.0,59,2
40504,110.0,59,6
40505,105.0,59,2
40506,105.0,59,3
40507,105.0,59,2
40508,115.0,59,3
40509,100.0,59,3
40510,110.0,59,2
40511,100.0,59,2
